dipendente_id,matricola,nome,cognome,email,telefono,filiale_id,ruolo,data_assunzione,data_cessazione,stato,created_at,updated_at
146,MAT000146,Rosaria,Corsaro,rosaria.corsaro@bancatrinacria.it,+393314041574,32,Operatore,2023-05-20,,Attivo,2026-01-26 22:18:19.453889,2026-01-26 22:18:19.453890
147,MAT000147,Davide,Sardo,davide.sardo@bancatrinacria.it,+393494219933,7,Cassiere,2015-07-27,,Attivo,2026-01-26 22:18:19.454696,2026-01-26 22:18:19.454697
148,MAT000148,Michele,SuteraRusso,michele.suterarusso@bancatrinacria.it,+393306571208,12,Gestore,2016-10-08,,Attivo,2026-01-26 22:18:19.455713,2026-01-26 22:18:19.455714
149,MAT000149,Alessandro,Riccobono,alessandro.riccobono@bancatrinacria.it,+393344540193,16,Operatore,2020-12-31,,Attivo,2026-01-26 22:18:19.456649,2026-01-26 22:18:19.456650
150,MAT000150,Antonio,Ferrera,antonio.ferrera@bancatrinacria.it,+393452067240,23,Cassiere,2015-02-07,,Attivo,2026-01-26 22:18:19.457832,2026-01-26 22:18:19.457834
151,MAT000151,Lucia,Trovato,lucia.trovato@bancatrinacria.it,+393468872874,2,Gestore,2017-02-28,,Attivo,2026-01-26 22:18:19.458922,2026-01-26 22:18:19.458924
152,MAT000152,Laura,Rizza,laura.rizza@bancatrinacria.it,+393330549329,18,Direttore,2024-08-07,,Attivo,2026-01-26 22:18:19.459786,2026-01-26 22:18:19.459787
153,MAT000153,Daniela,Catalano,daniela.catalano@bancatrinacria.it,+393296122753,5,Operatore,2015-01-28,,Attivo,2026-01-26 22:18:19.460640,2026-01-26 22:18:19.460642
154,MAT000154,Caterina,Cavallaro,caterina.cavallaro@bancatrinacria.it,+393389904530,6,Direttore,2022-06-28,,Attivo,2026-01-26 22:18:19.461570,2026-01-26 22:18:19.461571
155,MAT000155,Rosaria,Torrisi,rosaria.torrisi@bancatrinacria.it,+393381459332,8,Gestore,2020-05-12,,Attivo,2026-01-26 22:18:19.462446,2026-01-26 22:18:19.462447
156,MAT000156,Stefania,Mazza,stefania.mazza@bancatrinacria.it,+393497833918,1,Operatore,2020-01-04,,Attivo,2026-01-26 22:18:19.463294,2026-01-26 22:18:19.463295
157,MAT000157,Simone,Rizzo,simone.rizzo@bancatrinacria.it,+393288839822,12,Gestore,2018-09-05,,Attivo,2026-01-26 22:18:19.464110,2026-01-26 22:18:19.464111
158,MAT000158,Giuseppina,Rossitto,giuseppina.rossitto@bancatrinacria.it,+393298707286,24,Operatore,2020-02-15,,Attivo,2026-01-26 22:18:19.464939,2026-01-26 22:18:19.464940
159,MAT000159,Francesca,Libasci,francesca.libasci@bancatrinacria.it,+393424039106,8,Gestore,2018-11-12,,Attivo,2026-01-26 22:18:19.465755,2026-01-26 22:18:19.465756
160,MAT000160,Anna,Caruso,anna.caruso@bancatrinacria.it,+393470462265,4,Operatore,2024-12-29,,Attivo,2026-01-26 22:18:19.466595,2026-01-26 22:18:19.466596
161,MAT000161,Calogero,Fiore,calogero.fiore@bancatrinacria.it,+393298251286,25,Operatore,2020-12-06,,Attivo,2026-01-26 22:18:19.467477,2026-01-26 22:18:19.467478
162,MAT000162,Giuseppe,Libasci,giuseppe.libasci@bancatrinacria.it,+393387868633,9,Operatore,2020-03-01,,Attivo,2026-01-26 22:18:19.468330,2026-01-26 22:18:19.468331
163,MAT000163,Angela,Zinna,angela.zinna@bancatrinacria.it,+393459033119,19,Cassiere,2015-05-18,,Attivo,2026-01-26 22:18:19.469227,2026-01-26 22:18:19.469228
164,MAT000164,Anna,Randazzo,anna.randazzo@bancatrinacria.it,+393286738302,7,Gestore,2020-08-25,,Attivo,2026-01-26 22:18:19.470067,2026-01-26 22:18:19.470068
165,MAT000165,Simone,Castagna,simone.castagna@bancatrinacria.it,+393393428364,6,Gestore,2018-02-01,,Attivo,2026-01-26 22:18:19.471081,2026-01-26 22:18:19.471083
166,MAT000166,Teresa,Nicolosi,teresa.nicolosi@bancatrinacria.it,+393497056856,19,Operatore,2019-07-31,,Attivo,2026-01-26 22:18:19.472056,2026-01-26 22:18:19.472057
167,MAT000167,Davide,Rapisarda,davide.rapisarda@bancatrinacria.it,+393353427086,25,Operatore,2019-09-03,,Attivo,2026-01-26 22:18:19.473109,2026-01-26 22:18:19.473110
168,MAT000168,Carmela,Rizza,carmela.rizza@bancatrinacria.it,+393345175183,27,Operatore,2015-07-31,,Attivo,2026-01-26 22:18:19.474194,2026-01-26 22:18:19.474196
169,MAT000169,Antonio,Lombardo,antonio.lombardo@bancatrinacria.it,+393349837354,11,Gestore,2015-03-04,,Attivo,2026-01-26 22:18:19.475157,2026-01-26 22:18:19.475159
170,MAT000170,Angela,Riccobono,angela.riccobono@bancatrinacria.it,+393359363854,24,Operatore,2019-04-09,,Attivo,2026-01-26 22:18:19.476083,2026-01-26 22:18:19.476084
171,MAT000171,Francesca,Salerno,francesca.salerno@bancatrinacria.it,+393408771753,3,Operatore,2019-02-27,,Cessato,2026-01-26 22:18:19.476998,2026-01-26 22:18:19.476999
172,MAT000172,Michele,Giordano,michele.giordano@bancatrinacria.it,+393204899642,2,Operatore,2017-03-14,,Attivo,2026-01-26 22:18:19.477932,2026-01-26 22:18:19.477933
173,MAT000173,Carmela,Sciacca,carmela.sciacca@bancatrinacria.it,+393495477725,4,Cassiere,2016-11-24,,Attivo,2026-01-26 22:18:19.478951,2026-01-26 22:18:19.478952
174,MAT000174,Teresa,Messina,teresa.messina@bancatrinacria.it,+393480100623,30,Gestore,2015-10-06,,Cessato,2026-01-26 22:18:19.479853,2026-01-26 22:18:19.479854
175,MAT000175,Matteo,Platania,matteo.platania@bancatrinacria.it,+393400997700,27,Operatore,2020-12-19,,Cessato,2026-01-26 22:18:19.480774,2026-01-26 22:18:19.480776
176,MAT000176,Chiara,Scuderi,chiara.scuderi@bancatrinacria.it,+393494086211,17,Gestore,2020-11-17,,Attivo,2026-01-26 22:18:19.481670,2026-01-26 22:18:19.481671
177,MAT000177,Chiara,Rizza,chiara.rizza@bancatrinacria.it,+393404615679,7,Operatore,2017-09-23,,Attivo,2026-01-26 22:18:19.482652,2026-01-26 22:18:19.482654
178,MAT000178,Rosa,Zinna,rosa.zinna@bancatrinacria.it,+393296668700,27,Operatore,2022-11-18,,Attivo,2026-01-26 22:18:19.483580,2026-01-26 22:18:19.483581
179,MAT000179,Daniela,Cavallaro,daniela.cavallaro@bancatrinacria.it,+393308033974,19,Direttore,2015-07-10,,Attivo,2026-01-26 22:18:19.484520,2026-01-26 22:18:19.484521
180,MAT000180,Caterina,Zinna,caterina.zinna@bancatrinacria.it,+393335039261,7,Operatore,2018-05-10,,Attivo,2026-01-26 22:18:19.485417,2026-01-26 22:18:19.485418
181,MAT000181,Calogero,Cavallaro,calogero.cavallaro@bancatrinacria.it,+393422185016,31,Operatore,2017-08-08,,Attivo,2026-01-26 22:18:19.486349,2026-01-26 22:18:19.486350
182,MAT000182,Rosaria,Catalano,rosaria.catalano@bancatrinacria.it,+393204773586,21,Cassiere,2019-11-04,,Attivo,2026-01-26 22:18:19.488031,2026-01-26 22:18:19.488033
183,MAT000183,Calogero,Marino,calogero.marino@bancatrinacria.it,+393383114262,1,Operatore,2023-04-18,,Attivo,2026-01-26 22:18:19.491106,2026-01-26 22:18:19.491109
184,MAT000184,Rosa,Alesi,rosa.alesi@bancatrinacria.it,+393387541212,13,Cassiere,2019-11-01,,Attivo,2026-01-26 22:18:19.493514,2026-01-26 22:18:19.493517
185,MAT000185,Marco,Gallo,marco.gallo@bancatrinacria.it,+393201581995,6,Gestore,2024-09-07,,Attivo,2026-01-26 22:18:19.495810,2026-01-26 22:18:19.495813
186,MAT000186,Calogero,Marino,calogero.marino@bancatrinacria.it,+393493982622,19,Operatore,2018-01-06,,Attivo,2026-01-26 22:18:19.497059,2026-01-26 22:18:19.497060
187,MAT000187,Francesco,De Luca,francesco.de luca@bancatrinacria.it,+393454647154,2,Operatore,2017-10-07,,Attivo,2026-01-26 22:18:19.498281,2026-01-26 22:18:19.498283
188,MAT000188,Giovanni,Platania,giovanni.platania@bancatrinacria.it,+393302406596,1,Gestore,2024-01-07,,Attivo,2026-01-26 22:18:19.500138,2026-01-26 22:18:19.500140
189,MAT000189,Daniela,Vitale,daniela.vitale@bancatrinacria.it,+393385937526,17,Operatore,2018-07-31,,Attivo,2026-01-26 22:18:19.502074,2026-01-26 22:18:19.502078
190,MAT000190,Alessandra,Randazzo,alessandra.randazzo@bancatrinacria.it,+393396465193,9,Gestore,2021-08-22,,Attivo,2026-01-26 22:18:19.503570,2026-01-26 22:18:19.503572
191,MAT000191,Valentina,Giarraputo,valentina.giarraputo@bancatrinacria.it,+393463741672,16,Gestore,2022-02-07,,Attivo,2026-01-26 22:18:19.505542,2026-01-26 22:18:19.505545
192,MAT000192,Giovanna,Nicolosi,giovanna.nicolosi@bancatrinacria.it,+393421797968,25,Operatore,2020-09-06,,Attivo,2026-01-26 22:18:19.509613,2026-01-26 22:18:19.509616
193,MAT000193,Marco,Zinna,marco.zinna@bancatrinacria.it,+393408911352,3,Operatore,2022-04-04,,Attivo,2026-01-26 22:18:19.511335,2026-01-26 22:18:19.511337
194,MAT000194,Rosaria,Cavallaro,rosaria.cavallaro@bancatrinacria.it,+393451014388,24,Operatore,2021-04-04,,Attivo,2026-01-26 22:18:19.512545,2026-01-26 22:18:19.512547
195,MAT000195,Andrea,Fichera,andrea.fichera@bancatrinacria.it,+393427982507,12,Cassiere,2016-03-04,,Attivo,2026-01-26 22:18:19.513634,2026-01-26 22:18:19.513635
196,MAT000196,Rosa,Rizzo,rosa.rizzo@bancatrinacria.it,+393315457387,7,Cassiere,2018-11-27,,Attivo,2026-01-26 22:18:19.514603,2026-01-26 22:18:19.514604
197,MAT000197,Andrea,Castagna,andrea.castagna@bancatrinacria.it,+393294010512,2,Gestore,2023-04-22,,Attivo,2026-01-26 22:18:19.515508,2026-01-26 22:18:19.515509
198,MAT000198,Luigi,Cavallaro,luigi.cavallaro@bancatrinacria.it,+393496736226,12,Gestore,2019-06-09,2024-02-21,Attivo,2026-01-26 22:18:19.516399,2026-01-26 22:18:19.516400
199,MAT000199,Andrea,Nicolosi,andrea.nicolosi@bancatrinacria.it,+393420334191,27,Operatore,2023-12-19,,Attivo,2026-01-26 22:18:19.517307,2026-01-26 22:18:19.517308
200,MAT000200,Antonino,Longo,antonino.longo@bancatrinacria.it,+393461478596,12,Gestore,2021-11-08,,Attivo,2026-01-26 22:18:19.518339,2026-01-26 22:18:19.518341
201,MAT000201,Rosario,Platania,rosario.platania@bancatrinacria.it,+393334991251,23,Operatore,2017-09-04,,Attivo,2026-01-26 22:18:19.519398,2026-01-26 22:18:19.519399
202,MAT000202,Giovanna,Gagliano,giovanna.gagliano@bancatrinacria.it,+393459296627,13,Cassiere,2022-02-16,,Attivo,2026-01-26 22:18:19.520372,2026-01-26 22:18:19.520373
203,MAT000203,Teresa,De Luca,teresa.de luca@bancatrinacria.it,+393474225790,17,Direttore,2024-09-15,,Cessato,2026-01-26 22:18:19.521343,2026-01-26 22:18:19.521344
204,MAT000204,Vincenzo,Leone,vincenzo.leone@bancatrinacria.it,+393428876767,14,Gestore,2020-06-24,,Attivo,2026-01-26 22:18:19.522376,2026-01-26 22:18:19.522378
205,MAT000205,Michele,Valenti,michele.valenti@bancatrinacria.it,+393284384279,1,Gestore,2023-04-30,,Attivo,2026-01-26 22:18:19.523237,2026-01-26 22:18:19.523238
206,MAT000206,Matteo,Rizzo,matteo.rizzo@bancatrinacria.it,+393304858078,22,Gestore,2017-06-14,,Attivo,2026-01-26 22:18:19.524789,2026-01-26 22:18:19.524791
207,MAT000207,Carmela,Barbera,carmela.barbera@bancatrinacria.it,+393287451713,7,Gestore,2017-05-09,,Attivo,2026-01-26 22:18:19.525708,2026-01-26 22:18:19.525709
208,MAT000208,Rosario,Nicolosi,rosario.nicolosi@bancatrinacria.it,+393339233095,1,Cassiere,2020-12-20,,Attivo,2026-01-26 22:18:19.526558,2026-01-26 22:18:19.526559
209,MAT000209,Antonino,Valenti,antonino.valenti@bancatrinacria.it,+393389481260,21,Gestore,2018-02-09,,Attivo,2026-01-26 22:18:19.527423,2026-01-26 22:18:19.527424
210,MAT000210,Vincenzo,Randazzo,vincenzo.randazzo@bancatrinacria.it,+393315367294,16,Operatore,2022-01-15,,Attivo,2026-01-26 22:18:19.528242,2026-01-26 22:18:19.528243
211,MAT000211,Rosa,La Rosa,rosa.la rosa@bancatrinacria.it,+393484577590,7,Operatore,2024-09-29,,Attivo,2026-01-26 22:18:19.529096,2026-01-26 22:18:19.529097
212,MAT000212,Laura,D'Angelo,laura.d'angelo@bancatrinacria.it,+393298636374,22,Gestore,2018-08-15,,Attivo,2026-01-26 22:18:19.530154,2026-01-26 22:18:19.530155
213,MAT000213,Simone,Romano,simone.romano@bancatrinacria.it,+393475001701,30,Operatore,2024-08-13,,Attivo,2026-01-26 22:18:19.531040,2026-01-26 22:18:19.531041
214,MAT000214,Daniela,Longo,daniela.longo@bancatrinacria.it,+393314241541,31,Cassiere,2019-03-04,,Attivo,2026-01-26 22:18:19.531908,2026-01-26 22:18:19.531909
215,MAT000215,Anna,Grasso,anna.grasso@bancatrinacria.it,+393383611037,30,Direttore,2015-11-16,,Attivo,2026-01-26 22:18:19.532844,2026-01-26 22:18:19.532845
216,MAT000216,Andrea,Asaro,andrea.asaro@bancatrinacria.it,+393205162713,5,Gestore,2019-04-19,,Attivo,2026-01-26 22:18:19.533694,2026-01-26 22:18:19.533695
217,MAT000217,Salvatore,Castagna,salvatore.castagna@bancatrinacria.it,+393404262218,16,Cassiere,2021-04-26,2024-02-03,Attivo,2026-01-26 22:18:19.535064,2026-01-26 22:18:19.535066
218,MAT000218,Rosario,Martino,rosario.martino@bancatrinacria.it,+393316973112,14,Operatore,2023-06-10,,Attivo,2026-01-26 22:18:19.536066,2026-01-26 22:18:19.536067
219,MAT000219,Rosario,Nicolosi,rosario.nicolosi@bancatrinacria.it,+393392341389,9,Cassiere,2021-09-23,,Attivo,2026-01-26 22:18:19.537026,2026-01-26 22:18:19.537027
220,MAT000220,Maria,Barbera,maria.barbera@bancatrinacria.it,+393348983640,11,Operatore,2023-10-16,,Attivo,2026-01-26 22:18:19.537887,2026-01-26 22:18:19.537888
221,MAT000221,Alessandra,Gagliano,alessandra.gagliano@bancatrinacria.it,+393303791805,13,Operatore,2018-07-20,,Attivo,2026-01-26 22:18:19.538793,2026-01-26 22:18:19.538794
222,MAT000222,Simone,Mazza,simone.mazza@bancatrinacria.it,+393408271091,16,Operatore,2015-02-26,,Cessato,2026-01-26 22:18:19.539626,2026-01-26 22:18:19.539627
223,MAT000223,Anna,Grasso,anna.grasso@bancatrinacria.it,+393484866618,11,Gestore,2021-01-11,,Attivo,2026-01-26 22:18:19.540631,2026-01-26 22:18:19.540633
224,MAT000224,Francesca,Marino,francesca.marino@bancatrinacria.it,+393483285691,13,Gestore,2018-06-24,,Attivo,2026-01-26 22:18:19.541640,2026-01-26 22:18:19.541641
225,MAT000225,Carmela,Messina,carmela.messina@bancatrinacria.it,+393351617990,17,Cassiere,2018-06-20,,Attivo,2026-01-26 22:18:19.542545,2026-01-26 22:18:19.542546
226,MAT000226,Teresa,Ferrara,teresa.ferrara@bancatrinacria.it,+393202027588,8,Gestore,2023-10-13,,Attivo,2026-01-26 22:18:19.543393,2026-01-26 22:18:19.543394
227,MAT000227,Stefania,Romano,stefania.romano@bancatrinacria.it,+393361056481,22,Operatore,2017-12-13,,Attivo,2026-01-26 22:18:19.544254,2026-01-26 22:18:19.544255
228,MAT000228,Francesco,Sciacca,francesco.sciacca@bancatrinacria.it,+393468507925,31,Operatore,2016-10-06,,Attivo,2026-01-26 22:18:19.545110,2026-01-26 22:18:19.545112
229,MAT000229,Simone,Rizzo,simone.rizzo@bancatrinacria.it,+393358000307,27,Operatore,2019-01-30,,Attivo,2026-01-26 22:18:19.545964,2026-01-26 22:18:19.545965
230,MAT000230,Antonio,Mazza,antonio.mazza@bancatrinacria.it,+393355365419,19,Operatore,2019-03-08,,Attivo,2026-01-26 22:18:19.546808,2026-01-26 22:18:19.546809
231,MAT000231,Anna,Ferrera,anna.ferrera@bancatrinacria.it,+393358061744,31,Operatore,2018-09-02,,Attivo,2026-01-26 22:18:19.547715,2026-01-26 22:18:19.547716
232,MAT000232,Stefania,Longo,stefania.longo@bancatrinacria.it,+393389493759,13,Operatore,2020-07-13,,Attivo,2026-01-26 22:18:19.548562,2026-01-26 22:18:19.548563
233,MAT000233,Davide,Randazzo,davide.randazzo@bancatrinacria.it,+393310603850,31,Cassiere,2018-10-04,2024-01-30,Attivo,2026-01-26 22:18:19.549417,2026-01-26 22:18:19.549418
234,MAT000234,Francesca,Gallo,francesca.gallo@bancatrinacria.it,+393348367024,28,Cassiere,2016-01-17,2024-09-04,Attivo,2026-01-26 22:18:19.550549,2026-01-26 22:18:19.550551
235,MAT000235,Chiara,Marletta,chiara.marletta@bancatrinacria.it,+393407191826,4,Operatore,2015-11-03,,Attivo,2026-01-26 22:18:19.551471,2026-01-26 22:18:19.551472
236,MAT000236,Vincenzo,Puglisi,vincenzo.puglisi@bancatrinacria.it,+393384565574,14,Cassiere,2017-08-14,,Attivo,2026-01-26 22:18:19.552370,2026-01-26 22:18:19.552372
237,MAT000237,Martina,Gallo,martina.gallo@bancatrinacria.it,+393311277561,5,Operatore,2021-01-04,,Attivo,2026-01-26 22:18:19.553224,2026-01-26 22:18:19.553225
238,MAT000238,Andrea,Bella,andrea.bella@bancatrinacria.it,+393464112490,11,Cassiere,2017-05-30,,Attivo,2026-01-26 22:18:19.554137,2026-01-26 22:18:19.554138
239,MAT000239,Rosa,Randazzo,rosa.randazzo@bancatrinacria.it,+393406804420,25,Operatore,2019-07-15,,Attivo,2026-01-26 22:18:19.555231,2026-01-26 22:18:19.555233
240,MAT000240,Valentina,Randazzo,valentina.randazzo@bancatrinacria.it,+393307121003,24,Operatore,2016-06-19,,Attivo,2026-01-26 22:18:19.556345,2026-01-26 22:18:19.556346
241,MAT000241,Rosa,Salerno,rosa.salerno@bancatrinacria.it,+393290137215,1,Gestore,2016-05-16,2024-05-09,Attivo,2026-01-26 22:18:19.557850,2026-01-26 22:18:19.557851
242,MAT000242,Simone,Orlando,simone.orlando@bancatrinacria.it,+393427066253,3,Operatore,2017-02-05,,Attivo,2026-01-26 22:18:19.558882,2026-01-26 22:18:19.558883
243,MAT000243,Giovanna,Zinna,giovanna.zinna@bancatrinacria.it,+393354768701,15,Gestore,2018-02-19,,Attivo,2026-01-26 22:18:19.559889,2026-01-26 22:18:19.559890
244,MAT000244,Chiara,Randazzo,chiara.randazzo@bancatrinacria.it,+393490657875,20,Operatore,2021-05-05,,Attivo,2026-01-26 22:18:19.560838,2026-01-26 22:18:19.560839
245,MAT000245,Teresa,Giarraputo,teresa.giarraputo@bancatrinacria.it,+393399304078,18,Cassiere,2019-01-04,,Attivo,2026-01-26 22:18:19.561899,2026-01-26 22:18:19.561900
246,MAT000246,Luigi,Bruno,luigi.bruno@bancatrinacria.it,+393353480396,9,Operatore,2018-12-24,,Attivo,2026-01-26 22:18:19.562775,2026-01-26 22:18:19.562776
247,MAT000247,Teresa,Ferrera,teresa.ferrera@bancatrinacria.it,+393359559059,6,Direttore,2021-04-27,,Attivo,2026-01-26 22:18:19.563672,2026-01-26 22:18:19.563673
248,MAT000248,Alessandra,Bella,alessandra.bella@bancatrinacria.it,+393337010393,3,Direttore,2015-03-23,,Cessato,2026-01-26 22:18:19.564565,2026-01-26 22:18:19.564566
249,MAT000249,Giovanni,Romano,giovanni.romano@bancatrinacria.it,+393392500292,27,Gestore,2023-09-07,,Attivo,2026-01-26 22:18:19.565654,2026-01-26 22:18:19.565656
250,MAT000250,Stefania,Lombardo,stefania.lombardo@bancatrinacria.it,+393406915452,27,Cassiere,2016-10-07,,Attivo,2026-01-26 22:18:19.566550,2026-01-26 22:18:19.566551
251,MAT000251,Alessandra,Castagna,alessandra.castagna@bancatrinacria.it,+393338953926,13,Operatore,2018-06-10,,Attivo,2026-01-26 22:18:19.567424,2026-01-26 22:18:19.567426
252,MAT000252,Teresa,Alesi,teresa.alesi@bancatrinacria.it,+393429029593,7,Gestore,2022-03-04,,Attivo,2026-01-26 22:18:19.568331,2026-01-26 22:18:19.568332
253,MAT000253,Giovanna,Cavallaro,giovanna.cavallaro@bancatrinacria.it,+393293552157,1,Gestore,2015-02-16,,Attivo,2026-01-26 22:18:19.569318,2026-01-26 22:18:19.569320
254,MAT000254,Francesco,Corsaro,francesco.corsaro@bancatrinacria.it,+393361006762,3,Operatore,2024-12-02,,Attivo,2026-01-26 22:18:19.570169,2026-01-26 22:18:19.570171
255,MAT000255,Rosario,Fiore,rosario.fiore@bancatrinacria.it,+393307932710,4,Operatore,2018-04-22,2024-08-20,Attivo,2026-01-26 22:18:19.571038,2026-01-26 22:18:19.571040
256,MAT000256,Francesco,Coco,francesco.coco@bancatrinacria.it,+393336218159,16,Operatore,2021-11-18,,Attivo,2026-01-26 22:18:19.571901,2026-01-26 22:18:19.571903
257,MAT000257,Daniela,De Luca,daniela.de luca@bancatrinacria.it,+393452015336,18,Cassiere,2022-10-26,,Attivo,2026-01-26 22:18:19.572748,2026-01-26 22:18:19.572749
258,MAT000258,Davide,Salerno,davide.salerno@bancatrinacria.it,+393384310698,16,Operatore,2024-06-02,,Attivo,2026-01-26 22:18:19.573570,2026-01-26 22:18:19.573574
259,MAT000259,Giuseppe,Nicolosi,giuseppe.nicolosi@bancatrinacria.it,+393294973103,31,Operatore,2016-11-30,,Attivo,2026-01-26 22:18:19.574628,2026-01-26 22:18:19.574629
260,MAT000260,Alessandro,Rizzo,alessandro.rizzo@bancatrinacria.it,+393386774186,9,Gestore,2017-01-27,,Attivo,2026-01-26 22:18:19.575560,2026-01-26 22:18:19.575561
261,MAT000261,Teresa,Piana,teresa.piana@bancatrinacria.it,+393284774349,18,Cassiere,2015-09-10,,Attivo,2026-01-26 22:18:19.576373,2026-01-26 22:18:19.576375
262,MAT000262,Salvatore,Marino,salvatore.marino@bancatrinacria.it,+393408693806,10,Cassiere,2024-03-06,,Attivo,2026-01-26 22:18:19.577183,2026-01-26 22:18:19.577184
263,MAT000263,Alessandro,Puglisi,alessandro.puglisi@bancatrinacria.it,+393474160898,32,Cassiere,2023-12-23,,Attivo,2026-01-26 22:18:19.578082,2026-01-26 22:18:19.578084
264,MAT000264,Giovanna,Ferrara,giovanna.ferrara@bancatrinacria.it,+393462233206,20,Operatore,2015-11-17,,Attivo,2026-01-26 22:18:19.578941,2026-01-26 22:18:19.578942
265,MAT000265,Giovanna,Salerno,giovanna.salerno@bancatrinacria.it,+393391168685,15,Operatore,2024-08-09,,Attivo,2026-01-26 22:18:19.579820,2026-01-26 22:18:19.579821
266,MAT000266,Giuseppe,Mazza,giuseppe.mazza@bancatrinacria.it,+393306229991,19,Direttore,2016-03-08,,Attivo,2026-01-26 22:18:19.580666,2026-01-26 22:18:19.580667
267,MAT000267,Domenico,Corsaro,domenico.corsaro@bancatrinacria.it,+393454679970,19,Gestore,2016-12-06,,Attivo,2026-01-26 22:18:19.581673,2026-01-26 22:18:19.581674
268,MAT000268,Rosaria,Zinna,rosaria.zinna@bancatrinacria.it,+393425307450,21,Gestore,2018-10-15,,Attivo,2026-01-26 22:18:19.582729,2026-01-26 22:18:19.582730
269,MAT000269,Caterina,Rossitto,caterina.rossitto@bancatrinacria.it,+393303247546,12,Operatore,2021-10-13,,Attivo,2026-01-26 22:18:19.583678,2026-01-26 22:18:19.583679
270,MAT000270,Giuseppina,Marletta,giuseppina.marletta@bancatrinacria.it,+393478508214,24,Cassiere,2022-12-16,,Attivo,2026-01-26 22:18:19.584533,2026-01-26 22:18:19.584534
271,MAT000271,Chiara,Giarraputo,chiara.giarraputo@bancatrinacria.it,+393333303070,25,Operatore,2019-01-16,,Attivo,2026-01-26 22:18:19.585479,2026-01-26 22:18:19.585480
272,MAT000272,Laura,Torrisi,laura.torrisi@bancatrinacria.it,+393421035797,22,Cassiere,2016-12-28,,Attivo,2026-01-26 22:18:19.586290,2026-01-26 22:18:19.586291
273,MAT000273,Valentina,Corsaro,valentina.corsaro@bancatrinacria.it,+393402414060,11,Gestore,2016-10-29,,Attivo,2026-01-26 22:18:19.587102,2026-01-26 22:18:19.587104
274,MAT000274,Giuseppina,Palermo,giuseppina.palermo@bancatrinacria.it,+393353468007,25,Operatore,2016-06-25,,Attivo,2026-01-26 22:18:19.587923,2026-01-26 22:18:19.587924
275,MAT000275,Giuseppe,Palermo,giuseppe.palermo@bancatrinacria.it,+393369446657,26,Gestore,2017-10-29,,Attivo,2026-01-26 22:18:19.588795,2026-01-26 22:18:19.588796
276,MAT000276,Chiara,Grasso,chiara.grasso@bancatrinacria.it,+393300858994,4,Direttore,2018-05-07,,Attivo,2026-01-26 22:18:19.589653,2026-01-26 22:18:19.589654
277,MAT000277,Lucia,Scuderi,lucia.scuderi@bancatrinacria.it,+393394443283,12,Gestore,2015-08-21,,Attivo,2026-01-26 22:18:19.590672,2026-01-26 22:18:19.590673
278,MAT000278,Rosaria,Castagna,rosaria.castagna@bancatrinacria.it,+393310744666,25,Gestore,2023-04-06,2024-01-04,Attivo,2026-01-26 22:18:19.591689,2026-01-26 22:18:19.591690
279,MAT000279,Giovanni,Coco,giovanni.coco@bancatrinacria.it,+393358758428,13,Cassiere,2017-01-11,,Attivo,2026-01-26 22:18:19.592639,2026-01-26 22:18:19.592640
280,MAT000280,Pietro,Fontana,pietro.fontana@bancatrinacria.it,+393391353465,4,Cassiere,2019-03-03,,Attivo,2026-01-26 22:18:19.593546,2026-01-26 22:18:19.593547
281,MAT000281,Angela,Rapisarda,angela.rapisarda@bancatrinacria.it,+393289991738,25,Cassiere,2016-05-05,,Attivo,2026-01-26 22:18:19.594406,2026-01-26 22:18:19.594407
282,MAT000282,Francesca,Marletta,francesca.marletta@bancatrinacria.it,+393282235697,10,Cassiere,2016-08-09,,Attivo,2026-01-26 22:18:19.595248,2026-01-26 22:18:19.595249
283,MAT000283,Rosa,Rossitto,rosa.rossitto@bancatrinacria.it,+393392500743,24,Operatore,2023-07-15,,Attivo,2026-01-26 22:18:19.596099,2026-01-26 22:18:19.596100
284,MAT000284,Luigi,Rossitto,luigi.rossitto@bancatrinacria.it,+393292966667,19,Operatore,2019-04-20,2024-04-02,Attivo,2026-01-26 22:18:19.596942,2026-01-26 22:18:19.596943
285,MAT000285,Stefania,Asaro,stefania.asaro@bancatrinacria.it,+393398300335,12,Cassiere,2018-07-02,,Attivo,2026-01-26 22:18:19.598113,2026-01-26 22:18:19.598115
286,MAT000286,Martina,Bella,martina.bella@bancatrinacria.it,+393331044789,18,Operatore,2020-11-16,,Attivo,2026-01-26 22:18:19.598995,2026-01-26 22:18:19.598996
287,MAT000287,Vincenzo,Coco,vincenzo.coco@bancatrinacria.it,+393475326033,16,Operatore,2023-02-26,,Attivo,2026-01-26 22:18:19.599820,2026-01-26 22:18:19.599821
288,MAT000288,Maria,Torrisi,maria.torrisi@bancatrinacria.it,+393331506489,2,Operatore,2015-07-19,,Cessato,2026-01-26 22:18:19.600769,2026-01-26 22:18:19.600770
289,MAT000289,Salvatore,Libasci,salvatore.libasci@bancatrinacria.it,+393281676184,10,Operatore,2020-04-27,,Attivo,2026-01-26 22:18:19.601600,2026-01-26 22:18:19.601601
290,MAT000290,Giuseppe,Barbera,giuseppe.barbera@bancatrinacria.it,+393451849926,25,Direttore,2024-04-25,,Attivo,2026-01-26 22:18:19.602455,2026-01-26 22:18:19.602457
